transaction_amount,transaction_hour,account_age_days,transactions_last_1h,transactions_last_24h,failed_attempts,new_device,location_changed,international_transaction,device_change_count,avg_historical_amount,is_fraud
357.67,9,351,2,11,0,1,0,0,0,576.04,0
4842.8,8,929,1,6,3,0,0,1,0,607.86,0
791.8,12,222,2,13,0,0,0,0,0,189.97,0
2415.85,2,391,1,7,1,0,0,0,3,817.8,0
535.87,21,1314,2,15,0,0,0,0,2,500.74,0
413.75,22,497,0,0,0,0,0,1,1,392.14,0
1244.21,2,25,2,4,0,0,0,0,3,849.98,0
1117.94,0,66,0,0,1,0,0,0,0,1217.99,0
2252.38,1,628,2,7,0,0,1,0,0,434.44,0
732.92,10,148,2,10,3,0,0,0,0,3092.94,0
69.79,13,446,2,5,0,1,0,0,0,292.03,0
572.97,9,439,2,14,3,1,0,1,1,624.22,0
3607.35,6,1849,2,13,0,0,0,0,0,755.06,0
702.0,22,231,3,15,0,0,0,0,0,126.86,0
757.8,0,488,2,9,0,0,0,0,0,403.64,0
4815.35,6,18,0,0,0,0,0,0,0,1659.54,0
376.92,14,226,1,5,0,0,0,0,0,648.42,0
108.4,10,75,1,5,3,0,0,0,1,737.78,0
861.83,5,670,2,9,2,0,0,0,0,163.45,1
530.46,21,668,0,0,2,0,0,0,0,492.45,0
257.4,6,98,0,0,2,0,0,0,0,219.2,0
842.97,6,139,2,11,2,0,0,0,2,355.39,0
2292.18,0,442,1,4,1,0,0,0,1,334.43,0
1081.46,9,489,2,8,1,1,0,0,0,3580.6,0
1737.97,20,391,2,5,5,1,0,0,0,539.56,0
16649.1,14,2084,2,8,0,0,0,0,0,893.5,0
655.69,7,741,1,6,1,0,0,0,0,455.71,0
1664.9,23,196,1,2,0,0,0,0,0,999.04,0
510.9,18,144,2,6,0,0,0,0,0,188.01,0
308.11,2,331,2,14,5,0,0,0,1,245.85,0
456.07,22,621,1,5,0,0,0,0,0,960.46,0
534.78,14,235,2,12,0,0,0,1,0,362.47,0
1880.35,3,488,1,3,5,0,0,0,0,1266.33,0
37183.25,5,7,2,9,0,0,0,0,3,70.41,1
374.63,9,949,1,6,0,1,0,0,0,349.64,0
587.02,17,542,2,14,5,0,0,0,0,3090.51,0
997.56,15,182,1,7,1,1,1,0,1,5327.03,0
1985.64,17,176,2,14,2,0,0,0,0,583.18,0
1628.36,5,39,2,4,0,0,1,0,1,451.44,0
7526.19,18,618,3,12,1,0,0,0,1,1181.67,0
28.8,16,534,0,0,0,1,0,0,0,767.99,0
30.56,17,363,2,9,0,1,0,0,2,239.1,0
521.23,12,39,1,4,0,0,1,0,0,1065.17,0
5687.07,6,111,0,0,0,0,0,0,1,444.37,0
104.74,19,224,2,14,3,0,0,1,0,1015.63,0
12.04,11,112,0,0,0,0,0,0,0,1926.27,0
2583.16,1,207,0,0,0,0,0,0,0,341.83,0
1580.48,11,93,1,3,0,0,1,0,0,301.53,0
213.72,11,157,2,8,0,0,0,0,1,987.74,0
250.06,23,385,0,0,0,0,0,0,0,2329.92,0
256.05,3,813,3,12,1,1,0,0,0,1772.66,0
1294.4,3,177,3,6,0,0,0,0,1,125.76,0
428.6,17,429,4,27,1,0,0,0,1,270.23,0
2300.99,15,52,1,2,1,0,0,0,0,862.09,0
15.15,13,284,1,7,5,0,0,0,0,448.04,0
303.3,16,929,0,0,0,0,0,0,1,1462.81,0
202.54,16,10,2,15,5,0,0,0,0,415.42,0
746.57,2,113,3,20,0,0,0,0,1,2405.74,0
489.28,5,51,0,0,3,1,0,0,1,308.09,0
3629.19,22,278,0,0,0,0,0,0,0,574.26,0
67.42,12,415,2,14,1,0,0,0,0,153.95,0
1174.08,8,21,1,2,0,0,0,0,0,97.51,0
2533.87,20,26,1,3,5,0,0,0,1,4757.37,0
17764.75,8,743,1,4,1,0,0,0,0,1299.07,0
532.38,7,222,1,4,0,0,0,0,0,2095.07,0
1784.13,16,226,2,15,1,0,0,0,0,155.59,0
73.27,15,1055,1,4,5,0,0,0,0,1036.68,0
30.33,15,140,1,3,0,0,0,0,0,4332.77,0
3893.88,18,829,2,9,3,0,0,0,0,835.34,0
1087.52,23,1335,1,4,2,0,0,0,0,1949.1,0
6423.83,15,100,1,5,0,0,0,0,0,2674.99,0
139.76,13,263,5,39,3,0,0,0,0,475.05,0
2391.92,19,278,1,5,0,1,0,0,0,1405.39,0
18092.03,13,734,1,4,0,0,0,0,0,2112.22,0
2058.14,13,132,5,27,1,0,0,0,0,623.52,0
1660.5,13,583,2,15,5,0,0,0,0,89.51,0
1110.8,11,1292,2,11,0,0,1,0,1,1201.81,0
103.93,5,669,1,2,1,0,0,0,0,328.15,0
8377.96,19,875,3,22,2,0,0,0,1,638.12,0
438.66,12,449,0,0,0,0,0,0,1,603.6,0
2337.24,15,855,4,11,5,0,0,0,0,436.84,0
105.16,8,65,1,3,0,1,0,1,1,1461.6,0
186.94,1,454,1,2,0,0,0,0,1,532.94,0
9439.24,21,480,0,0,0,0,0,0,0,1653.77,0
651.35,2,211,1,2,0,0,0,0,0,269.08,0
9700.31,9,30,2,13,3,0,1,0,0,1391.51,1
975.21,19,355,2,8,3,0,0,0,0,259.51,0
69.21,1,19,3,7,5,0,1,0,0,494.01,0
4180.15,23,175,1,4,0,1,0,0,0,540.66,1
452.67,9,182,2,4,0,0,0,0,0,3329.77,0
3127.64,7,2494,2,13,0,0,0,0,0,198.79,0
1138.9,16,130,2,10,0,1,0,0,2,384.26,0
108.35,21,626,4,18,5,1,0,0,0,900.21,0
1403.1,0,19,2,13,0,0,0,0,0,593.96,0
29564.65,5,275,2,10,0,0,0,1,0,1344.07,0
2297.28,6,280,4,22,1,0,0,0,2,239.64,0
1005.99,14,361,1,6,1,0,0,0,0,2187.51,0
5502.82,17,606,0,0,1,0,0,0,1,412.97,0
1504.18,8,523,2,11,1,0,0,0,1,525.98,0
1501.62,7,522,0,0,0,0,0,0,0,628.72,0
213.27,9,206,0,0,3,1,0,0,0,6161.2,0
1557.4,3,474,2,5,0,0,0,0,1,493.79,0
5183.13,19,246,3,17,1,0,0,0,0,824.99,0
312.91,7,25,1,3,0,0,0,0,0,468.78,0
9290.46,0,806,0,0,0,0,0,0,0,3063.83,0
955.7,7,806,4,14,1,0,0,0,0,984.52,0
289.56,22,142,3,18,0,0,0,0,2,265.94,0
4897.34,11,895,4,25,0,1,0,0,0,503.03,0
713.23,22,517,2,14,1,1,0,0,0,1274.41,0
3426.42,14,186,2,12,2,0,0,0,2,378.12,0
707.94,12,146,2,9,3,0,0,0,0,1023.48,0
1002.51,15,1348,0,0,1,0,0,0,0,173.26,0
2299.25,22,455,0,0,0,0,0,0,0,8735.57,0
1696.54,17,173,3,13,1,0,0,0,0,2111.5,0
54.97,0,374,0,0,0,1,0,0,0,1234.67,0
204.0,16,309,1,7,1,1,1,1,0,943.46,0
4420.97,15,271,0,0,5,0,0,0,0,293.99,0
899.46,22,377,0,0,5,0,0,0,2,539.7,0
499.9,4,281,5,37,0,0,0,0,1,979.7,0
142.9,19,388,1,4,0,0,0,0,0,474.04,0
217.11,20,869,1,6,3,0,0,0,1,841.35,0
52.84,9,1825,0,0,0,1,0,0,1,55.63,0
942.07,5,450,0,0,1,0,1,0,0,3424.52,0
446.9,11,959,3,9,1,0,1,0,0,1098.27,0
257.27,9,713,0,0,1,0,0,0,2,392.61,0
990.11,21,127,0,0,5,1,0,0,0,1328.7,0
1893.07,16,986,1,6,0,0,0,0,1,966.5,0
25331.32,1,26,1,4,0,0,0,0,1,1129.5,0
113.54,18,146,4,21,1,0,1,0,1,207.44,0
6242.1,19,372,2,12,2,0,0,0,2,436.62,0
4720.42,5,273,1,3,0,0,1,0,0,537.65,0
340.82,12,285,1,3,5,0,0,0,0,892.23,0
1487.5,8,578,0,0,0,0,0,0,0,950.51,0
552.0,11,79,3,23,0,0,0,0,0,157.62,0
1448.86,17,1467,1,3,2,0,1,0,0,3001.56,0
10548.05,7,209,1,2,3,0,0,0,0,342.46,0
2720.06,17,1092,1,7,1,0,0,0,0,221.75,0
2351.74,22,176,2,7,1,0,0,0,1,931.83,0
575.1,21,336,3,20,0,0,0,0,1,1327.52,0
118.38,1,218,0,0,0,0,0,0,0,278.97,0
802.15,7,411,1,7,1,0,0,0,0,262.22,0
6700.33,9,74,3,16,5,1,0,0,0,851.24,1
110.97,8,186,1,4,1,0,0,1,0,1871.63,0
225.28,23,25,0,0,1,0,0,0,0,1622.73,0
1325.31,17,332,0,0,1,0,0,0,0,552.71,0
250.39,7,1200,0,0,0,0,0,0,2,823.5,0
334.02,18,17,1,2,0,0,0,0,0,159.82,0
580.91,2,393,0,0,1,0,0,0,0,640.74,0
141.4,8,544,1,3,3,0,1,0,0,1441.84,0
254.38,12,87,0,0,0,0,0,0,0,54.76,0
3149.95,8,116,4,24,0,0,0,0,0,1360.0,0
154.31,19,82,4,31,1,0,0,0,1,195.51,0
99.8,11,128,5,14,0,0,0,0,1,209.89,0
426.22,22,42,3,20,1,0,0,0,0,1045.7,0
3287.67,12,168,1,3,2,0,0,0,0,384.06,1
816.17,7,168,2,15,0,1,0,0,0,2463.6,0
546.28,14,600,2,10,0,0,0,0,1,92.38,0
1172.08,12,589,2,14,0,1,0,0,0,872.34,0
79.95,20,581,1,3,5,0,0,0,0,5025.27,0
2303.21,12,305,1,7,5,1,0,0,1,1855.01,0
1949.16,16,143,1,2,1,0,0,1,0,325.28,0
593.5,14,193,0,0,1,0,0,0,1,210.76,0
4958.64,21,139,1,6,1,0,0,0,0,738.28,0
202.1,18,318,1,2,0,0,0,0,0,312.73,0
5954.27,2,1014,2,14,0,0,0,1,0,341.24,0
1382.63,13,122,3,17,0,0,0,0,0,277.04,0
661.94,9,224,0,0,3,0,0,0,0,631.62,0
1064.42,16,388,1,3,5,0,0,1,1,1713.6,0
933.65,7,679,2,4,1,0,0,0,0,928.54,0
6839.19,17,106,1,6,0,0,0,0,2,207.19,1
218.11,11,120,0,0,0,0,0,0,3,1593.06,0
349.4,16,789,2,13,0,0,0,1,0,117.08,0
5189.82,22,30,2,11,2,0,0,1,1,539.86,0
448.85,10,339,3,8,0,0,0,0,0,2284.04,0
4233.56,8,718,3,20,1,0,0,0,0,285.79,0
14032.82,21,929,1,7,3,0,0,0,0,180.3,0
600.23,23,4,1,3,3,0,0,0,0,926.12,0
3047.4,23,168,1,4,1,0,0,0,0,514.1,0
194.31,22,108,1,2,0,0,0,0,0,2947.33,0
3401.94,14,306,1,6,2,0,0,0,0,320.37,0
1479.02,8,365,2,4,0,0,0,0,0,263.23,0
2229.56,11,3064,0,0,0,0,0,0,1,561.57,0
416.4,10,262,0,0,1,0,0,0,0,456.06,0
90.77,16,292,1,2,2,0,1,0,1,2395.1,0
2332.92,5,195,0,0,1,0,0,0,1,1526.22,0
49.64,7,58,0,0,5,0,0,0,1,1787.78,0
681.28,9,131,2,7,1,0,1,0,0,752.87,0
4499.73,14,103,0,0,0,1,0,0,0,745.08,0
1462.42,3,589,1,6,1,0,0,0,1,186.59,1
20384.17,17,288,3,13,1,0,0,0,1,469.01,0
5103.41,10,128,2,4,0,0,0,0,1,385.46,0
411.23,8,245,1,2,0,0,0,0,2,532.61,0
1142.5,8,90,1,4,3,0,0,0,1,218.94,0
1021.41,7,74,2,4,1,0,0,0,1,1464.31,0
102.18,2,717,0,0,0,0,0,0,1,2093.43,0
267.58,20,1057,3,12,2,1,0,0,0,1620.0,0
472.89,17,30,3,18,1,0,0,0,0,3189.51,0
51.71,13,528,2,8,5,1,0,0,0,1137.65,0
1177.61,2,220,2,11,1,0,0,0,0,373.06,0
754.75,16,179,2,13,0,0,0,0,1,1114.84,0
89.18,3,426,0,0,0,0,0,0,2,5842.94,0
2010.86,20,113,1,2,2,0,0,0,1,362.14,0
3209.3,17,7,1,5,0,0,0,0,2,2503.54,0
1541.56,14,87,0,0,3,0,0,0,1,1904.07,0
674.45,18,74,3,17,2,0,0,0,0,784.67,0
2662.88,21,12,1,2,0,0,0,0,0,472.45,0
3042.18,5,141,0,0,0,0,0,0,1,462.54,0
1739.07,14,234,5,24,0,0,0,1,3,3605.64,0
318.33,6,485,3,7,0,0,1,0,0,267.89,0
1660.55,11,143,1,6,1,0,0,0,0,747.37,0
6589.42,15,78,0,0,0,1,0,0,0,188.73,0
448.12,8,95,2,5,0,0,0,0,2,220.96,0
25512.12,19,809,0,0,0,0,0,0,0,1980.99,0
498.48,4,83,0,0,2,1,0,1,1,1569.5,0
1151.26,10,771,0,0,2,0,0,0,0,475.08,0
399.92,1,216,1,7,3,0,0,0,0,1149.79,0
1532.88,21,994,1,2,0,0,0,0,0,348.08,0
80.37,15,191,3,14,0,0,0,0,0,507.14,0
483.44,3,71,2,13,3,0,0,0,0,185.06,0
213.11,4,290,2,13,0,0,0,0,1,307.51,0
1343.47,6,323,0,0,0,0,0,0,0,2746.07,0
4874.0,5,368,1,3,2,0,0,0,1,533.34,0
2889.99,23,193,4,21,0,0,0,0,1,351.31,0
31.27,21,18,0,0,0,0,0,0,0,382.59,0
23461.23,9,359,5,22,0,0,0,0,0,432.76,0
1707.73,13,986,0,0,2,0,0,0,1,426.27,0
342.15,7,1153,0,0,0,0,0,0,0,736.61,0
1388.1,13,331,1,6,2,0,0,0,0,1051.09,0
1428.36,13,7,0,0,1,1,0,0,0,1244.56,0
403.32,19,40,3,15,0,0,0,0,1,1509.88,0
1475.68,22,655,1,4,2,0,0,0,2,1584.41,0
440.89,2,646,2,13,0,0,0,0,0,358.21,0
597.92,0,1065,1,2,3,0,0,0,1,455.24,0
391.73,8,302,1,4,0,1,0,0,0,761.04,0
127.87,8,727,1,5,0,0,0,0,2,934.56,0
1364.79,21,635,0,0,2,0,0,0,0,164.49,0
2638.46,1,324,2,11,0,1,0,0,1,562.69,0
2373.99,15,558,3,8,1,0,1,0,1,107.08,0
3751.41,7,49,2,5,0,0,0,0,1,1031.91,0
1783.82,5,372,1,2,0,0,0,0,0,1212.81,0
493.2,22,1119,2,10,0,0,0,0,0,336.88,0
3864.15,12,64,1,3,0,1,0,0,0,845.52,0
143.13,0,497,2,5,0,1,0,0,0,475.51,0
284.01,18,141,1,2,3,1,0,0,0,855.41,0
258.19,14,620,0,0,2,0,0,0,0,522.21,0
5541.85,0,436,3,19,0,0,0,0,1,3210.92,0
4510.59,9,951,2,14,1,0,1,1,0,748.64,0
2277.78,0,454,1,5,2,0,1,0,0,1075.5,0
5474.71,11,192,2,8,1,0,0,0,0,530.25,0
293.26,10,3,3,14,2,1,0,0,0,493.02,0
1849.91,16,574,3,17,0,1,0,0,1,1298.17,0
908.9,3,191,2,12,0,0,0,0,3,427.25,0
3906.21,22,405,0,0,2,0,0,0,0,1224.97,0
922.57,6,40,0,0,5,0,0,0,2,675.03,0
615.59,11,808,1,6,5,0,1,0,0,1019.62,0
2468.49,12,208,4,26,2,0,0,1,1,465.83,0
4081.64,4,920,1,6,1,0,1,0,1,691.46,0
402.41,5,448,0,0,5,0,0,0,1,290.03,0
1000.63,1,47,2,7,1,0,0,0,1,1499.29,0
224.16,20,315,0,0,3,0,0,1,1,436.58,0
25.87,6,878,1,4,2,0,0,0,0,219.14,0
1481.32,13,587,1,5,0,0,0,0,0,281.15,0
2733.55,21,197,3,13,1,0,1,1,1,441.06,0
1624.74,13,1132,4,17,3,0,0,0,0,1300.87,0
58.89,9,114,0,0,5,0,0,0,1,1615.31,0
647.89,3,171,3,17,0,1,0,0,1,650.18,0
39.35,2,505,0,0,3,1,0,0,1,104.42,0
8557.4,22,96,1,3,0,0,0,0,0,393.86,0
215.06,13,264,0,0,5,0,0,0,0,507.14,0
7209.14,5,476,0,0,3,0,0,0,0,124.95,0
4531.48,22,376,3,20,0,0,0,0,1,184.32,0
284.04,14,61,3,11,0,0,0,0,0,908.35,0
200.5,7,362,2,12,3,0,0,0,0,1446.54,0
1854.84,4,310,0,0,3,0,0,0,0,1332.34,0
309.05,2,297,1,6,1,0,0,0,0,2004.55,0
1278.86,2,638,5,39,5,0,1,0,2,1521.01,0
531.53,12,74,0,0,1,0,0,0,1,369.55,0
75.81,1,508,1,5,0,0,0,0,0,343.57,0
38.64,23,522,1,3,5,0,0,0,0,900.52,0
1540.75,0,468,1,2,0,0,0,0,0,403.24,0
472.32,11,257,3,7,2,0,0,0,1,631.62,0
478.36,7,183,1,4,0,0,0,0,0,2400.71,0
3114.41,18,183,0,0,0,0,0,0,0,148.82,0
6375.15,8,483,0,0,0,0,0,0,0,48.37,0
728.64,13,251,2,10,3,0,0,0,0,5061.08,0
657.93,17,150,1,7,0,0,0,1,1,537.73,0
2322.07,9,358,3,8,0,0,1,0,1,565.82,0
143.25,8,662,1,6,2,0,0,0,1,151.58,0
1532.61,5,23,0,0,1,0,0,1,0,100.65,0
2509.48,0,1306,7,50,3,0,0,0,1,365.19,0
3042.23,4,37,0,0,5,0,1,0,1,955.76,0
60.03,9,261,1,4,1,0,0,0,1,191.08,0
350.01,12,299,0,0,0,0,0,0,0,177.11,0
293.71,21,54,1,2,0,0,0,0,1,240.54,0
1273.89,22,902,3,8,0,0,0,0,1,536.11,0
2255.48,3,232,1,5,1,0,0,0,0,219.03,0
10353.35,0,56,2,10,1,0,0,0,0,3105.32,0
521.94,20,453,1,4,0,0,0,0,1,277.88,0
519.9,1,397,1,2,1,0,0,0,1,727.61,0
6151.85,23,1202,1,5,0,0,0,0,0,1871.99,0
1711.05,3,212,2,5,0,0,0,0,0,2519.27,0
7342.81,16,113,1,5,0,0,0,0,1,190.16,0
1691.03,9,22,2,7,0,0,0,0,0,58.57,0
193.32,22,482,5,39,5,0,1,0,0,254.94,0
148.46,11,350,0,0,5,0,0,0,1,231.53,0
106.99,1,1313,1,6,0,0,0,0,0,103.35,0
2960.39,2,454,1,3,5,0,0,0,0,1104.01,0
6521.73,13,987,1,3,0,0,0,0,0,998.0,0
17571.67,14,1743,1,3,3,0,0,0,0,76.6,0
3884.14,12,204,1,3,0,0,0,0,1,228.38,0
6274.56,8,59,2,14,0,0,0,0,1,483.33,0
459.42,1,79,2,13,0,1,0,0,3,1529.39,0
193.52,18,139,2,9,0,0,1,0,0,514.12,0
3924.99,15,259,1,3,0,0,1,1,3,13437.09,0
2051.9,10,47,2,4,5,0,0,0,0,378.0,1
1288.41,11,131,2,11,1,0,0,0,1,1772.1,0
1960.7,0,134,2,12,3,0,0,0,2,578.01,0
1780.73,1,1,0,0,0,0,1,0,0,3109.31,0
7523.04,15,159,4,20,0,0,0,0,2,433.96,1
7650.13,1,45,1,7,1,0,0,0,0,657.06,0
2480.79,18,204,1,2,0,0,0,0,0,3493.7,0
3899.89,9,79,2,15,2,0,0,0,1,299.84,0
2371.06,18,630,1,3,5,1,1,0,2,4604.62,0
549.08,9,30,2,8,1,0,0,0,1,1201.78,0
3411.29,15,732,1,6,0,0,0,0,1,999.96,0
135.4,12,317,1,3,0,0,0,1,0,192.23,0
5328.57,15,223,1,6,0,0,0,0,0,243.1,0
182.77,17,291,4,15,0,1,0,1,1,999.9,0
1683.63,23,172,1,7,1,0,0,0,1,1807.19,0
308.67,7,49,1,3,0,0,0,0,0,124.12,0
2515.14,23,529,3,22,0,0,0,0,1,206.93,0
1042.22,17,959,1,6,0,0,0,0,1,532.93,0
100.27,12,1093,2,6,1,0,0,0,0,2727.58,0
2061.21,6,405,2,8,0,1,0,0,1,262.57,0
460.87,20,192,2,5,0,0,0,0,0,168.97,0
4112.23,22,237,2,11,0,1,1,0,1,780.89,0
1098.82,23,390,1,7,0,0,0,0,1,1711.12,0
1984.52,17,632,1,2,0,0,0,0,0,50.2,0
260.77,5,171,1,3,1,0,0,0,0,167.14,0
453.05,8,907,1,6,5,0,0,1,1,223.14,0
551.17,5,143,0,0,1,0,0,0,0,737.75,0
3964.18,17,276,3,12,1,0,0,1,1,171.12,0
13576.09,16,1187,0,0,0,0,1,0,1,3600.39,0
327.75,11,1016,3,11,0,0,0,0,2,157.44,0
5515.25,2,434,4,15,0,0,0,0,1,5022.29,0
42.33,4,143,1,6,1,0,1,0,1,828.65,0
182.86,6,90,2,8,0,0,1,0,2,1931.4,0
260.3,9,30,0,0,3,1,0,0,1,408.82,0
144.21,9,450,2,5,1,0,0,1,1,972.35,0
101.96,18,255,0,0,3,1,0,0,1,436.82,0
2037.54,3,309,1,5,0,1,0,0,2,3153.99,0
795.44,9,233,2,7,0,1,0,0,1,1400.51,0
1937.41,17,240,2,9,1,0,0,0,0,926.57,0
3089.33,2,309,3,19,0,0,0,0,1,1403.58,0
1633.41,20,896,2,5,5,0,0,0,2,661.91,0
2941.41,2,10,1,5,0,1,0,0,0,1037.71,0
988.02,4,590,0,0,0,0,0,0,0,492.31,0
184.84,15,180,1,4,1,0,0,0,1,433.53,0
5360.01,19,498,2,8,0,0,0,1,0,48.25,0
453.2,12,1082,2,11,3,1,0,0,0,187.08,0
269.51,10,133,2,13,0,0,0,0,0,505.79,0
839.77,12,34,2,9,0,0,0,0,0,981.65,0
278.88,18,96,0,0,1,0,1,0,1,4563.78,0
586.31,5,91,1,7,0,0,0,0,0,1562.48,0
1837.35,23,494,3,9,0,0,0,0,1,256.23,0
1849.21,12,23,3,16,0,0,0,0,0,1677.18,0
285.22,3,19,1,5,0,1,1,0,0,229.8,0
527.65,21,431,1,3,0,0,0,0,0,1779.84,0
5494.48,4,296,1,7,2,0,1,0,1,394.83,0
2309.07,18,197,2,12,0,1,0,0,1,377.1,0
24651.61,4,312,0,0,5,1,0,0,0,1178.0,1
6439.41,20,485,1,4,1,0,0,0,1,590.52,0
6102.41,13,39,2,5,1,1,0,0,0,1436.44,0
136.76,3,294,3,20,3,0,1,1,0,121.66,0
3448.83,11,634,3,7,0,0,0,0,1,536.57,0
1012.66,5,164,2,6,5,0,1,0,0,486.95,0
479.88,18,525,1,2,3,0,0,0,1,76.79,1
1410.96,9,681,3,7,2,0,0,0,0,871.41,0
4527.01,0,627,0,0,0,0,0,0,0,205.64,0
2324.47,22,383,1,7,0,0,0,0,0,1099.59,0
293.62,22,461,1,5,5,0,0,0,1,10957.14,0
3339.87,15,565,0,0,0,0,0,0,0,513.15,0
421.42,3,482,1,6,3,0,0,0,0,593.53,0
1517.81,8,219,3,18,0,0,0,0,0,566.93,0
695.74,17,63,1,7,0,1,1,0,1,2179.79,0
789.74,16,135,2,5,1,0,0,0,0,433.14,0
3461.18,14,84,1,2,0,0,0,0,0,821.95,0
230.38,18,163,0,0,1,0,0,0,1,1012.37,0
20288.16,6,245,2,9,0,0,0,0,0,385.92,0
71.41,17,1166,3,23,0,0,0,0,0,2234.52,0
447.42,5,1170,0,0,0,0,0,0,0,1863.5,0
1910.88,18,535,1,6,0,0,0,0,0,620.5,0
2634.56,20,1430,1,4,0,0,1,0,0,503.04,0
943.21,11,2271,0,0,0,0,0,0,1,1809.32,0
1006.18,2,790,1,3,1,0,0,0,0,357.03,0
2030.07,0,30,0,0,1,0,0,0,1,135.2,0
775.41,4,202,4,25,0,0,0,0,1,334.02,0
8864.16,0,278,1,2,0,0,0,0,0,1406.99,0
3862.32,7,48,1,7,0,1,0,0,0,2025.46,0
4061.21,6,603,3,19,1,1,0,0,1,1464.67,0
257.43,14,58,0,0,5,0,0,0,0,1033.25,0
973.52,10,176,1,2,0,0,0,0,0,150.29,0
698.76,17,26,1,6,0,0,0,0,0,1138.97,0
242.64,13,271,3,14,0,0,0,0,2,1154.14,0
1882.29,8,331,1,6,0,0,0,0,0,1585.94,0
489.57,4,484,1,2,0,0,0,0,0,1579.37,0
2931.02,22,151,3,16,0,0,0,1,0,310.73,1
220.24,3,325,4,18,0,0,0,0,2,2256.64,0
14451.61,11,483,1,4,0,1,0,0,0,2383.78,0
285.86,0,524,0,0,0,0,0,0,0,226.68,0
1523.79,23,131,3,8,0,0,0,0,0,1682.43,0
3596.76,12,25,2,15,0,0,0,0,2,903.77,0
465.93,0,13,2,12,5,0,0,0,1,705.1,0
3939.08,2,533,4,10,2,0,0,0,0,1315.24,0
173.51,21,177,2,4,0,0,0,1,0,441.45,0
9683.48,7,52,1,3,0,0,0,0,0,541.33,0
1120.16,23,74,1,3,1,0,0,0,0,1505.43,0
448.26,17,530,1,4,0,0,1,0,1,2108.59,0
700.1,15,333,2,10,0,1,0,0,0,133.25,0
3689.99,19,254,3,8,1,0,1,0,0,264.21,0
456.38,19,356,5,39,1,0,0,0,2,152.85,0
356.37,15,53,4,27,0,0,0,0,2,270.03,0
786.58,1,140,1,5,5,0,0,0,0,342.98,0
187.65,16,171,1,3,1,0,0,0,1,1685.53,0
16828.28,9,137,3,22,3,0,0,0,0,468.29,0
468.91,6,729,2,7,2,0,0,0,1,1199.48,0
3817.78,9,317,1,3,0,0,0,0,0,424.6,0
1501.48,18,476,2,8,0,0,0,0,0,2249.51,0
250.43,19,98,3,6,0,0,0,0,0,214.47,0
1086.88,8,111,3,7,1,0,0,0,0,622.37,0
3554.62,21,93,2,9,5,1,0,0,0,84.74,1
826.84,16,425,2,14,1,0,0,0,1,399.34,0
6566.06,8,156,1,7,0,1,0,0,1,897.72,0
5075.97,8,189,1,6,0,0,0,0,0,4423.2,0
4351.92,4,450,0,0,0,0,0,0,0,5617.69,0
550.33,23,1302,0,0,1,0,0,0,0,2814.48,0
217.07,6,64,0,0,0,0,0,0,1,507.73,0
436.86,10,23,4,20,2,0,0,1,1,165.05,0
1471.98,7,79,0,0,0,0,0,0,0,349.76,0
2486.62,13,484,0,0,2,0,1,0,0,2320.19,0
42.21,1,79,3,11,0,0,0,0,0,225.2,0
1083.37,9,320,3,16,0,0,0,0,1,738.44,0
1390.1,20,325,0,0,0,0,0,0,0,835.88,0
723.2,23,127,1,7,0,0,0,0,0,1379.44,0
7607.66,15,25,1,6,0,0,0,0,1,202.51,0
2064.56,15,185,0,0,1,1,0,0,0,68.78,0
7826.63,18,75,0,0,1,0,0,0,0,554.06,0
793.19,10,74,0,0,1,0,0,0,0,170.62,0
4474.8,5,269,1,3,1,1,0,0,0,246.46,1
12741.24,5,408,1,2,0,1,0,0,5,395.79,0
7844.28,6,28,0,0,0,0,0,0,1,2021.73,0
213.11,15,315,0,0,3,0,0,0,0,224.72,0
749.56,12,103,0,0,1,1,0,0,1,653.9,0
653.44,2,408,0,0,0,0,0,0,1,216.92,0
2284.45,23,606,1,6,1,0,1,0,1,2200.94,0
3070.3,23,600,2,8,0,0,0,0,1,377.01,0
311.58,8,168,1,4,0,0,0,0,1,150.1,0
1214.1,23,305,4,11,0,1,0,0,0,159.03,0
52.99,2,576,0,0,0,0,0,0,0,1152.1,0
9536.84,5,22,2,15,3,0,0,0,2,638.32,1
508.49,16,339,2,9,0,0,0,0,0,306.72,0
1192.49,2,661,0,0,3,1,1,0,1,182.11,1
689.2,1,170,3,17,0,0,0,0,0,225.9,0
6118.31,11,221,1,4,0,0,0,1,1,6555.38,0
15.55,23,437,1,6,0,0,0,1,1,171.64,0
1069.65,5,25,1,2,0,1,0,0,0,760.3,0
935.68,9,177,0,0,0,0,0,0,3,581.3,0
555.32,10,127,2,13,5,0,0,0,1,597.35,0
14608.22,15,6,0,0,1,0,0,0,1,77.26,0
289.75,15,79,3,13,0,0,0,0,0,4598.34,0
3490.13,23,183,0,0,0,0,0,1,1,1588.79,0
1871.28,17,80,4,31,5,0,0,0,1,829.39,1
7275.58,21,336,1,5,2,0,0,0,0,474.94,0
403.11,22,217,0,0,2,1,0,0,0,244.2,0
365.24,23,14,3,16,1,0,0,0,3,1926.15,0
5676.58,8,117,1,6,0,0,0,0,2,758.39,0
2075.55,20,7,0,0,1,0,1,0,0,728.11,0
108.05,18,161,1,6,0,0,0,0,0,412.8,0
488.35,1,109,2,5,1,0,0,0,0,213.7,0
1957.79,23,425,2,4,1,0,0,0,2,98.76,0
3853.15,0,134,1,6,0,0,0,0,0,884.35,0
